NÂ°,Codigo Nacional,Codigo OACI,Nombre,Latitud,Longitud,Altitud (Mts),Altura Minima (Mts),Propietario,Fecha Creacion,Tipo,Clasificacion,Zona Geografica,Region,Emite METAR,Emite SYNOP,Paisaje,Operador
1270,460006  ,,Laguna San Rafael,-46.63583,-73.85250,6,0,DMC,01-01-1981,Convencional,TermoPluviometrica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector costero con abundante vegetacion, ubicada en la ribera de Laguna San Rafel.",Rodrigo Pinto Nunez
1271,460007  ,,Rio Ibanez en desembocadura,-46.26917,-71.99083,220,0,DGA,01-11-2005,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Valle rodeado de cumbres de aprox. 1500 mtrs altura, 30 trs al norte Rio Ibanez.",Est. automatica
1272,460008  ,,Lago General Carrera Fachinal,-46.54250,-72.22667,206,0,DGA,01-12-2015,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Valle rodeado de cumbres de aprox 1700 mtrs, ubicada en la ribera delLago General Carrera",Est. automatica
1273,460009  ,,Chile Chico DGA,-46.54361,-71.70889,215,0,DGA,01-10-1963,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, 800 mtrs al norte Lago General Carrera",Est. automatica
1274,460010  ,,Chile Chico INIA,-46.54333,-71.69917,213,0,INIA,01-09-2009,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, 1 km al norte lago General Carrera.",Est. automatica
1275,460011  ,,Lago General Carrera en Pto. Guadal,-46.84222,-72.70000,205,0,DGA,01-11-2015,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rural, ubicado a mtrs del Lago General Carrera",Est. automatica
1276,460012  ,,Lago General Carrera en Desague,-46.84472,-72.80333,221,0,DGA,01-12-2014,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector de abundante vegetacion, ubicado a 30 mtrs del Lago General Carrera",Est. automatica
1277,460013  ,,Bajada Ibanez,-46.18055,-72.04333,523,0,INIA,19-08-2017,Automatica,Climatologica,Secano Costero,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Valle rodeado de cumbres de aprox 1.300 mtrs de altura, 2,5 km al oeste rio Ibanez",Estacion automatica
1278,460014  ,,Puerto Ibanez,-46.27833,-71.94139,225,0,INIA,04-06-2019,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Valle de abundantes predios agricolas, 1,5 km al sur lago General Carrera",Estacion automatica
1279,470001  ,SCHR,Lord Cochrane Ad.,-47.24389,-72.58250,209,"1,5",DMC,01-07-1969,Mixta,Sinoptica Aeronautica,Valle,Aisen del Gral. Carlos Ibanez del Campo,Si,Si,"Planicie, cordon Esmeralda al NW cerro alto a 2000 mts., cerro Tamango a 1700 mts al NW a 7 Kmt",Carlos Quintana Valenzuela (Anexo 2876)
1280,470002  ,,"Isla San Pedro, Armada",-47.69917,-74.86444,26,0,DIRECTEMAR,01-01-1932,Convencional,Sinoptica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,Si,Sector insular.,Armada de Chile
1281,470004  ,,Isla San Pedro D.M.C.,-47.71667,-74.91667,44,0,DMC,09-12-1982,Convencional,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector Insular,Observador D.M.C.
1282,470006  ,,Rio baker angostura Chacabuco,-47.14139,-72.72583,160,0,DGA,01-05-2003,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector de abundante vegetacion, ubicada en la ribera del rio Baker",Est. automatica
1283,470007  ,,Cochrane,-47.24167,-72.58222,246,0,INIA,04-11-2009,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector de abundante vegetacion al este a 100 mtrs, 390 mtrs al oeste Ad. Cochrane.",Est. automatica
1284,470008  ,,Rio Cochrane en Cochrane,-47.25167,-72.56444,140,0,DGA,01-11-2004,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector urbano con abundante vegetacion, ubicado en las riberas del rio Cochrane.",Est. automatica
1285,470009  ,,Caleta Tortel DGA,-47.79972,-73.53583,10,0,DGA,01-08-2002,Automatica,Climatologica,Litoral,Aisen del Gral. Carlos Ibanez del Campo,No,No,Sector de abundante vegetacion ubicada en la ribera del rio Baker,Est. automatica
1286,480002  ,,"Villa O""Higgins subcomisaria",-48.47139,-72.56028,280,0,DMC,25-07-1996,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,Valle interior de la cordillera de Los Andes.,Carabineros de Chile (Red Basica)
1287,480003  ,,Rio Pascua ante junta rio Quetru,-48.15917,-73.08889,20,0,DGA,01-03-2003,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector rodeado de cumbres de mas de 1.000 mt, ubicado en la ribera de rio Quetru",Est. automatica
1288,480004  ,,"Lago O""higgins en villa O""higgins",-48.51694,-72.59528,300,0,DGA,01-03-2003,Automatica,Climatologica,Cordillera,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector cordillerano, ubicado en la ribera del lago O""higgins",Est. automatica
1289,480005  ,,Candelario Mancilla - DCP,-48.87750,-72.73944,300,0,DGA,01-04-1967,Automatica,Climatologica,Valle,Aisen del Gral. Carlos Ibanez del Campo,No,No,"Sector cordillerano, ubicada en la ribera del lago O""higgins.",Est. automatica
1290,490001  ,SCED,Puerto Eden,-49.13472,-74.40556,7,0,DMC,01-06-1950,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,Sector rodeado de cerros y abundante vegetacion,"Observador Meteorologico, Armada de Chile"
1291,500001  ,,"Cerro Guido radioestacion, Torres del Paine",-50.91667,-72.50000,337,0,DMC,01-11-1958,Convencional,Sinoptica,Cordillera,Magallanes y de la Antartica Chilena,No,No,Sector cordillerano con lagos a 9 km al SW,Observador cerro Guido
1292,500002  ,,Isla Guarello,-50.36167,-75.34444,8,0,DMC,01-01-1983,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,No,Archipielago.,Observador Meteorologico- D.G.A.C.
1293,500003  ,,Lago Dickson - DCP,-50.82278,-73.11250,200,0,DGA,01-11-2003,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector cordillerano, ubicada en la ribera del lago Dickson, rodeado de cumbres de 1.200 mtrs altura",Est. automatica
1294,500004  ,,Cerro Guido DGA,-50.89861,-72.33139,230,0,DGA,01-03-1984,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector de escaza vegetacion, 23 km al SW Lago Sarmiento",Est. automatica
1295,500005  ,,Rio Paine en parque nacional NÂº 2,-50.96028,-72.79250,90,0,DGA,01-02-2007,Convencional,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector con vegetacion, ubicado en la ribera del rio Paine, 2,7 km al SE Laguna Amarga.",Est. automatica
1296,510003  ,,Puerto Consuelo,-51.60528,-72.65472,11,0,DMC,14-01-1945,Convencional,Sinoptica,Valle,Magallanes y de la Antartica Chilena,No,Si,Sector arido,Funcionario Fuerza Aerea
1297,510004  ,,Puerto Natales Armada,-51.72417,-72.51055,7,0,DIRECTEMAR,01-10-1983,Mixta,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,"Sector urbano, 40 mts al oeste costa de Puerto Natales.",Funcionario Armada de Chile
1298,510005  ,SCNT,"Teniente Gallardo, Puerto Natales Ad.",-51.66722,-72.52889,69,"1,86",DMC,01-10-1983,Mixta,Aeronautica,Valle,Magallanes y de la Antartica Chilena,Si,Si,Planicie con cerros a 20 Km al W,Patricio Yanez Cabello
1299,510006  ,,Monsenor Fagnano Puerto Natales,-51.73694,-72.49417,15,0,DMC,01-08-1989,Convencional,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector urbano, 1600 mtrs al NW muelle de Puerto Natales.",Observador Colegio Salesiano Monsenor Fagnano
1300,510007  ,,Lago Sarmiento,-51.01083,-72.71083,110,0,DGA,01-03-2010,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector rocoso, rodeado de cumbres de aprox. 1000 mt. de altura, Ubicada en riberas de lago sarmiento",Est. automatica
1301,510008  ,,Rio las Chinas en C. Guido,-51.05083,-72.51694,75,0,DGA,01-12-2004,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector precordillerano, valle con escaza vegetacion, 5,6 km al WNW lago Sarmiento",Est. automatica
1302,510009  ,,Lago Pehoe,-51.07833,-72.99333,40,0,DGA,01-02-2011,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector rodeado de cumbres de aprox. 200 mtrs altura, ubicada en la ribera del lago Pehoe.",Est. automatica
1303,510010  ,,Lago Grey,-51.11139,-73.13000,50,0,DGA,01-09-2011,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector con abundante vegetacion, ubicada en la ribera del Lago grey.",Est. automatica
1304,510011  ,,Cerro Castillo INIA,-51.17694,-72.43583,115,0,INIA,01-01-2016,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector con cerros aprox. de 700 mtrs altura al este, 7 km al este lago el Toro.",Est. automatica
1305,510012  ,,Torres del Paine,-51.18417,-72.96694,25,0,DGA,01-05-1982,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector arido. 1 km al este rio Paine, 2 kmal SW rio Grey",Est. automatica
1306,510013  ,,Rio Tindall en desembocadura,-51.25639,-73.15611,22,0,DGA,01-11-2014,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector arido, 12 km al NNW cumbre de 1.300 mtrs, 8 km al oeste glaciar Tyndall",Est. automatica
1307,510014  ,,Cerro Castillo DGA,-51.26000,-72.32722,130,0,DGA,01-02-1980,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Sector arido, 1 km al WNW villa Cerro Castillo, 25 km al oeste lago El Toro.",Est. automatica
1308,510015  ,,Rio Rincon en ruta Y-290,-51.31389,-72.82917,36,0,DGA,01-01-2010,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector con abundante vegetacion, ubicada en la ribera de lago Porteno, 4,5 km al norte lago el Toro.",Est. automatica
1309,510016  ,,Rio Serrano en desembocadura,-51.33278,-73.10917,25,0,DGA,01-01-2007,Automatica,Climatologica,Cordillera,Magallanes y de la Antartica Chilena,No,No,"Ubicada a pocos mtrs del rio Serrano, sector con abundante vegetacion",Est. automatica
1310,510017  ,,Puerto Natales INIA,-51.69833,-72.48305,80,0,INIA,15-04-2010,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,Sector rural,Est. automatica
1311,510018  ,,Puerto Natales DGA,-51.73361,-72.47805,45,0,DGA,01-01-1986,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector urbano, ubicada en Pto Natales",Est. automatica
1312,510019  ,,Rio Talcahuano en peninsula A. Varas,-51.74639,-72.89972,14,0,DGA,01-08-2015,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector cordillerano rodeado de cumbres de 1.000 aprox, con abundante vegetacion.",Est. automatica
1313,510020  ,,"Rio Serrano, Torres del Paine",-51.21667,-72.97028,22,0,DMC,14-01-2022,Automatica,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,"Valle con cumbres de 1250 mtrs altura app, 1,2 km al oeste rio serrano, sector Torres del Paine",Estacion Automatica (Red Basica Nacional)
1314,520001  ,,Laguna Blanca,-52.30889,-71.16361,115,0,DMC,01-05-1959,Convencional,TermoPluviometrica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector arido, 37 km al SE laguna Cabeza de Mar.",Hector Perez Bravo
1315,520002  ,SCDU,Punta Dungenes faro,-52.39500,-68.43139,10,0,DIRECTEMAR,01-01-1903,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,Estacion ubicada en el borde costero de Punta Dungenes.,Armada de Chile
1316,520003  ,SCEV,Evangelistas faro,-52.38694,-75.09667,52,0,DIRECTEMAR,01-01-1899,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,Islas Evangelistas.,Armada de Chile
1317,520004  ,,Punta Delgada faro,-52.45583,-69.54555,7,0,DIRECTEMAR,01-06-1913,Mixta,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,"Sector arido, ubicada a orillas del Estrecho de Magallanes",Funcionario Armada de Chile
1318,520005  ,,"Bahia San Felix, Faro",-52.96194,-74.08083,30,0,DIRECTEMAR,01-06-1913,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,Sector de roquerios.,Armada de Chile
1319,520006  ,SCCI,"Carlos Ibanez, Punta Arenas Ap.",-53.00167,-70.83861,36,"1,5",DMC,01-01-1971,Mixta,Sinoptica Aeronautica,Litoral,Magallanes y de la Antartica Chilena,Si,Si,Planicie con cerros distantes al SW a 8 km,Oscar Munoz Banderas
1320,520007  ,,San Gregorio,-52.57333,-70.77111,62,0,DMC,01-01-1978,Convencional,TermoPluviometrica,Valle,Magallanes y de la Antartica Chilena,No,No,"Sector arido, 35 km al NW Laguna Blanca, 37 km al este Estrecho de Magallanes.",Jose Bahamondes Barria
1321,520009  ,,Bahia catalina Punta Arenas,-53.12805,-70.87083,6,0,DMC,01-12-1952,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector urbano, 900 mtrs al este Estrecho de Magallanes",S/Informacion
1322,520010  ,,Chabunco Punta Arenas Ad.,-53.00000,-70.83333,33,0,DMC,01-02-1963,Convencional,Sinoptica Aeronautica,Litoral,Magallanes y de la Antartica Chilena,No,No,Planicie con cerros distantes al SW a 8 km,Observador Met.
1323,520011  ,,Kampenaike,-52.61194,-70.94333,6,0,INIA,01-01-1977,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, 14 km al sur Laguna cabeza de mar, 19 km al SW Laguna El Toro.",Est. automatica
1324,520012  ,,Instituto de la Patagonia (Jorge Schytte),-53.13000,-70.88750,11,0,DMC,01-01-1953,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Al este 1,7 Km Estrecho de Magallanes, ubicada en la zona urbana.",Est. automatica (Red basica) Contacto: Nicolas Butronovic
1325,520013  ,,Rio Verde escuela G-33,-52.60139,-71.50528,11,0,DMC,31-03-1984,Convencional,TermoPluviometrica,Litoral,Magallanes y de la Antartica Chilena,No,No,Pampa Magallanica,Mario Latorre Vera
1326,520014  ,,Punta Arenas Unidad Aeropolicial,-53.15278,-70.92639,53,0,DMC,14-10-2013,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,Sector urbano.,Est: Automatica (Red Basica)
1327,520015  ,,Magallanes Villa Tehuelche,-52.42889,-71.41611,176,0,DMC,02-11-2016,Automatica,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,"Sector arido, 6 km al este Laguna Blanca, 18 km al SO Rio Verde",Estacion Automatica (Red Basica) contacto Sr. Rene villegas
1328,520016  ,,Rio Rubens en ruta NÂº 9,-52.03000,-71.94139,180,0,DGA,01-03-2006,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, 20 mtrs al sur rio Rubens.",Est. automatica
1329,520017  ,,Rio Penitente en Morro Chico,-52.05111,-71.42472,170,0,DGA,01-12-2006,Automatica,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, 70 mtrs al NW rio Penitente",Est. automatica
1330,520018  ,,Lago Anibal Pinto,-52.09111,-72.43611,51,0,DGA,01-05-2010,Automatica,Climatologica,PreCordillera,Magallanes y de la Antartica Chilena,No,No,"Sector precordillerano con abundante vegetacion, ubicada a mtrs del lago Anibal Pinto.",Est. automatica
1331,520019  ,,Monte Aymond,-52.16444,-69.60778,160,0,DGA,01-10-1995,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector arido, 40 km al norte estrecho magallanes",Est. automatica
1332,520020  ,,Penitente Alto,-52.20917,-71.68055,290,0,DGA,01-01-2010,Automatica,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,Sector de abundante vegetacion. 40 km al SSE rio Verde,Est. automatica
1333,520021  ,,Seno Obstruccion,-52.20944,-72.47833,4,0,DGA,01-12-2009,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector con abundante vegetacion, 70 mtrs al borde de rio.",Est. automatica
1334,520022  ,,Villa Tehuelche DGA,-52.44139,-71.40222,190,0,DGA,01-02-1980,Automatica,Climatologica,Secano Costero,Magallanes y de la Antartica Chilena,No,No,"sector de escasa vegetacion, 18 km al SW rio verde",Est. automatica
1335,520023  ,,Rio Perez en desembocadura,-52.55167,-71.97944,10,0,DGA,01-04-2010,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion 26 mtrs al SW rio Perez,",Est. automatica
1336,520024  ,,San Gregorio DGA,-52.56639,-70.07055,3,0,DGA,01-11-1991,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"sector ubicado a 90 mtrs aprox de borde coster al sur, ubicada en pueblo San Gregorio",Est. automatica
1337,520025  ,,Rio Verde DGA,-52.60417,-71.50194,10,0,DGA,01-02-1993,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"sector de escaza urbanizacion, 525 mtrs al W rio verde, 260 mtrs al NW estancia rio Verde.",Est. automatica
1338,520026  ,,Rio Side en cerro Sombrero,-52.76805,-69.27722,10,0,DGA,01-04-2010,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, 1km al SW pueblo Cerro Sombrero",Est. automatica
1339,520027  ,,Tierra del Fuego,-52.80555,-69.27361,58,0,INIA,03-12-2011,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, 3 km al sur pueblo de Cerro Sombrero",Est. automatica
1340,520028  ,,Cordillera Riesco,-52.84250,-71.76417,450,0,DGA,01-01-2011,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector rodeado de abundante vegetacion, 11 km al sr seno de Otway",Est. automatica
1341,520029  ,,Bahia San Felipe,-52.86972,-69.93194,10,0,DGA,01-12-1973,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, sin zona urbana, 45 km al NE estrecho de magallanes",Est. automatica
1342,520030  ,,"Cerro Sombrero, Estrecho de Magallanes",-52.77639,-69.29472,64,0,DMC,15-11-2018,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector con escasa vegetacion, 12 km al NE litoral Estrecho de Magallanes.",Estacion automatica (Red Basica Nacional)
1343,520031  ,,Estancia 5 de Enero,-52.43250,-70.36056,113,0,INIA,02-09-2017,Automatica,Climatologica,Secano Costero,Magallanes y de la Antartica Chilena,No,No,"Sector de escasa vegetacion, 51 km al oeste Laguna Blanca.",Estacion automatica
1344,530001  ,,Magallanes Meteo,-53.16417,-70.90667,12,0,DIRECTEMAR,01-01-1910,Convencional,Sinoptica,Litoral,Magallanes y de la Antartica Chilena,No,Si,"Sector urbano, 350 mtrs al norte puerto de Punta Arenas.",Armada de Chile
1345,530002  ,,Isla Dawson,-53.83333,-70.44194,11,0,DMC,01-11-1972,Convencional,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,Si,"Sector insular, ubicada en estrecho de Magallanes.",Armada de Chile
1346,530003  ,,Morro Chico reten,-52.05528,-71.42805,171,0,DMC,01-10-1979,Convencional,TermoPluviometrica,Valle,Magallanes y de la Antartica Chilena,No,No,Pampa Magallanica.,Carabineros de Chile
1347,530004  ,,Monsenor Fagnano Punta Arenas,-53.15972,-70.91028,21,0,DMC,01-01-1970,Convencional,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,Sector Urbano,Santiago Oyarce
1348,530005  ,SCFM,"Fuentes Martinez, Porvenir Ad.",-53.25361,-70.32611,25,"1,5",DMC,01-04-1985,Mixta,Aeronautica,Litoral,Magallanes y de la Antartica Chilena,Si,Si,Planicie con cerros a 20 Km al E,Jose Bacigalupo Huerta
1349,530006  ,,Rio Las Minas,-53.16000,-71.02250,375,0,DMC,01-06-1989,Convencional,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,Sector de abundante vegetacion.,Operador Rio Las Minas
1350,530008  ,,Escuela Alberto Hurtado,-53.16694,-70.94528,60,0,DMC,01-06-2004,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,Sector Urbano,Melisa Moya Telles (Automatica Red Basica)
1351,530009  ,,"Punta Arenas, Universidad de Magallanes (Radiacion UV)",-53.13583,-70.88167,22,0,DMC,23-09-2016,Automatica,Radiometrica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector urbano, ubicado cerca de Estrecho de Magallanes.",Universidad de Magallanes
1352,530010  ,,Isla Riesco,-53.03055,-71.93361,68,0,INIA,16-11-2012,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector con vegetacion a 400 mtrs al oeste, 400 mtrs al este Seno de Otway,",Est. automatica
1353,530011  ,,Punta Arenas Rural,-53.06833,-70.87389,50,0,INIA,02-12-2011,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,"Sector rural, 764 mtrs al este, estrecho de Magallanes",Est. Automatica
1354,530012  ,,Bitsch alto,-53.09194,-71.00250,328,0,DGA,01-01-2010,Automatica,Climatologica,Valle,Magallanes y de la Antartica Chilena,No,No,"Sector con abundante vegetacion, 9 km al este, estrecho de Magallanes.",Est. automatica
1355,530013  ,,Punta Arenas,-53.12333,-70.87722,5,0,DGA,01-11-1973,Automatica,Climatologica,Litoral,Magallanes y de la Antartica Chilena,No,No,Sector urbano,Est. automatica
